"STATISTIC","Statistic","TLIST(A1)","Year","C02199V02655","Sex","C03111V03761","Type of Driving Licence","C03424V04122","Licensing Authority","UNIT","VALUE"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","13","Clare","Number","37652"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","14","Cork","Number","162577"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","15","Kerry","Number","47706"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","16","Limerick","Number","58562"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","17","Tipperary","Number","50965"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","18","Waterford","Number","35315"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","19","Galway","Number","76658"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","20","Leitrim","Number","10782"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","21","Mayo","Number","42749"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","22","Roscommon","Number","21322"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","23","Sligo","Number","20008"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","24","Cavan","Number","23295"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","25","Donegal","Number","49592"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","26","Monaghan","Number","20999"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","-","All licensing authorities","Number","125087"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","01","Carlow","Number","1827"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","02","Dublin","Number","36721"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","03","Kildare","Number","6530"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","04","Kilkenny","Number","2692"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","05","Laois","Number","2319"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","06","Longford","Number","1146"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","07","Louth","Number","3586"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","08","Meath","Number","5164"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","09","Offaly","Number","2145"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","10","Westmeath","Number","2581"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","11","Wexford","Number","4366"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","12","Wicklow","Number","4060"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","13","Clare","Number","2766"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","14","Cork","Number","13510"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","15","Kerry","Number","3575"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","16","Limerick","Number","4639"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","17","Tipperary","Number","4588"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","18","Waterford","Number","3163"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","19","Galway","Number","6003"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","20","Leitrim","Number","774"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","21","Mayo","Number","3136"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","22","Roscommon","Number","1440"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","23","Sligo","Number","1413"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","24","Cavan","Number","2141"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","25","Donegal","Number","3432"
"ROA25","Current Driving Licences","2016","2016","2","Female","01","Learner permit","26","Monaghan","Number","1370"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","-","All licensing authorities","Number","1199917"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","01","Carlow","Number","15898"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","02","Dublin","Number","293124"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","03","Kildare","Number","56311"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","04","Kilkenny","Number","25995"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","05","Laois","Number","19410"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","06","Longford","Number","9939"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","07","Louth","Number","30347"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","08","Meath","Number","51109"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","09","Offaly","Number","19683"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","10","Westmeath","Number","23064"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","11","Wexford","Number","41795"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","12","Wicklow","Number","38694"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","13","Clare","Number","34974"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","14","Cork","Number","141922"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","15","Kerry","Number","41010"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","16","Limerick","Number","51262"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","17","Tipperary","Number","44037"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","18","Waterford","Number","30999"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","19","Galway","Number","69609"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","20","Leitrim","Number","9049"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","21","Mayo","Number","36758"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","22","Roscommon","Number","17963"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","23","Sligo","Number","19509"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","24","Cavan","Number","19018"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","25","Donegal","Number","42168"
"ROA25","Current Driving Licences","2016","2016","2","Female","05","Full","26","Monaghan","Number","16270"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","-","All licensing authorities","Number","246148"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","01","Carlow","Number","3671"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","02","Dublin","Number","70330"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","03","Kildare","Number","12270"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","04","Kilkenny","Number","5499"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","05","Laois","Number","4595"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","06","Longford","Number","2259"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","07","Louth","Number","6571"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","08","Meath","Number","9905"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","09","Offaly","Number","4270"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","10","Westmeath","Number","5147"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","11","Wexford","Number","8588"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","12","Wicklow","Number","7830"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","13","Clare","Number","5604"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","14","Cork","Number","27017"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","15","Kerry","Number","7287"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","16","Limerick","Number","9181"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","17","Tipperary","Number","9354"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","18","Waterford","Number","6327"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","19","Galway","Number","11994"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","20","Leitrim","Number","1595"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","21","Mayo","Number","6235"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","22","Roscommon","Number","3006"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","23","Sligo","Number","2975"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","24","Cavan","Number","4428"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","25","Donegal","Number","7305"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","01","Learner permit","26","Monaghan","Number","2905"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","-","All licensing authorities","Number","2620014"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","01","Carlow","Number","35007"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","02","Dublin","Number","642772"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","03","Kildare","Number","122599"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","04","Kilkenny","Number","55296"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","05","Laois","Number","43019"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","06","Longford","Number","22880"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","07","Louth","Number","67387"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","08","Meath","Number","110056"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","09","Offaly","Number","44448"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","10","Westmeath","Number","51285"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","11","Wexford","Number","89164"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","12","Wicklow","Number","82808"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","13","Clare","Number","73820"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","14","Cork","Number","310191"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","15","Kerry","Number","90348"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","16","Limerick","Number","111399"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","17","Tipperary","Number","96542"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","18","Waterford","Number","67408"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","19","Galway","Number","148592"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","20","Leitrim","Number","20201"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","21","Mayo","Number","81069"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","22","Roscommon","Number","39999"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","23","Sligo","Number","40098"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","24","Cavan","Number","43351"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","25","Donegal","Number","92482"
"ROA25","Current Driving Licences","2017","2017","-","Both sexes","05","Full","26","Monaghan","Number","37793"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","-","All licensing authorities","Number","122786"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","01","Carlow","Number","1816"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","02","Dublin","Number","33861"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","03","Kildare","Number","5882"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","04","Kilkenny","Number","2835"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","05","Laois","Number","2267"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","06","Longford","Number","1107"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","07","Louth","Number","3144"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","08","Meath","Number","4890"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","09","Offaly","Number","2137"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","10","Westmeath","Number","2543"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","11","Wexford","Number","4361"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","12","Wicklow","Number","3996"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","13","Clare","Number","2905"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","14","Cork","Number","13927"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","15","Kerry","Number","3707"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","16","Limerick","Number","4631"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","17","Tipperary","Number","4849"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","18","Waterford","Number","3231"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","19","Galway","Number","6073"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","20","Leitrim","Number","807"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","21","Mayo","Number","3132"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","22","Roscommon","Number","1550"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","23","Sligo","Number","1557"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","24","Cavan","Number","2232"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","25","Donegal","Number","3841"
"ROA25","Current Driving Licences","2017","2017","1","Male","01","Learner permit","26","Monaghan","Number","1505"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","-","All licensing authorities","Number","1394693"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","01","Carlow","Number","18785"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","02","Dublin","Number","343318"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","03","Kildare","Number","64573"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","04","Kilkenny","Number","28935"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","05","Laois","Number","23108"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","06","Longford","Number","12774"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","07","Louth","Number","36182"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","08","Meath","Number","57614"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","09","Offaly","Number","24322"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","10","Westmeath","Number","27631"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","11","Wexford","Number","46391"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","12","Wicklow","Number","43214"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","13","Clare","Number","38252"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","14","Cork","Number","165147"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","15","Kerry","Number","48520"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","16","Limerick","Number","59432"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","17","Tipperary","Number","51715"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","18","Waterford","Number","35823"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","19","Galway","Number","77774"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","20","Leitrim","Number","10951"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","21","Mayo","Number","43526"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","22","Roscommon","Number","21639"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","23","Sligo","Number","20350"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","24","Cavan","Number","23802"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","25","Donegal","Number","49821"
"ROA25","Current Driving Licences","2017","2017","1","Male","05","Full","26","Monaghan","Number","21094"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","-","All licensing authorities","Number","123362"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","01","Carlow","Number","1855"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","02","Dublin","Number","36469"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","03","Kildare","Number","6388"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","04","Kilkenny","Number","2664"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","05","Laois","Number","2328"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","06","Longford","Number","1152"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","07","Louth","Number","3427"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","08","Meath","Number","5015"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","09","Offaly","Number","2133"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","10","Westmeath","Number","2604"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","11","Wexford","Number","4227"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","12","Wicklow","Number","3834"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","13","Clare","Number","2699"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","14","Cork","Number","13090"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","15","Kerry","Number","3580"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","16","Limerick","Number","4550"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","17","Tipperary","Number","4505"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","18","Waterford","Number","3096"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","19","Galway","Number","5921"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","20","Leitrim","Number","788"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","21","Mayo","Number","3103"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","22","Roscommon","Number","1456"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","23","Sligo","Number","1418"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","24","Cavan","Number","2196"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","25","Donegal","Number","3464"
"ROA25","Current Driving Licences","2017","2017","2","Female","01","Learner permit","26","Monaghan","Number","1400"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","-","All licensing authorities","Number","1225321"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","01","Carlow","Number","16222"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","02","Dublin","Number","299454"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","03","Kildare","Number","58026"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","04","Kilkenny","Number","26361"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","05","Laois","Number","19911"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","06","Longford","Number","10106"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","07","Louth","Number","31205"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","08","Meath","Number","52442"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","09","Offaly","Number","20126"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","10","Westmeath","Number","23654"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","11","Wexford","Number","42773"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","12","Wicklow","Number","39594"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","13","Clare","Number","35568"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","14","Cork","Number","145044"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","15","Kerry","Number","41828"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","16","Limerick","Number","51967"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","17","Tipperary","Number","44827"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","18","Waterford","Number","31585"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","19","Galway","Number","70818"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","20","Leitrim","Number","9250"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","21","Mayo","Number","37543"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","22","Roscommon","Number","18360"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","23","Sligo","Number","19748"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","24","Cavan","Number","19549"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","25","Donegal","Number","42661"
"ROA25","Current Driving Licences","2017","2017","2","Female","05","Full","26","Monaghan","Number","16699"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","-","All licensing authorities","Number","240064"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","01","Carlow","Number","3603"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","02","Dublin","Number","68444"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","03","Kildare","Number","11774"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","04","Kilkenny","Number","5238"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","05","Laois","Number","4301"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","06","Longford","Number","2236"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","07","Louth","Number","6215"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","08","Meath","Number","9802"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","09","Offaly","Number","3977"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","10","Westmeath","Number","4998"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","11","Wexford","Number","8481"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","12","Wicklow","Number","7770"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","13","Clare","Number","5563"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","14","Cork","Number","26778"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","15","Kerry","Number","7321"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","16","Limerick","Number","9080"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","17","Tipperary","Number","9052"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","18","Waterford","Number","6082"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","19","Galway","Number","11894"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","20","Leitrim","Number","1579"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","21","Mayo","Number","6047"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","22","Roscommon","Number","2950"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","23","Sligo","Number","2907"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","24","Cavan","Number","4220"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","25","Donegal","Number","7126"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","01","Learner permit","26","Monaghan","Number","2626"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","-","All licensing authorities","Number","2667128"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","01","Carlow","Number","35845"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","02","Dublin","Number","650686"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","03","Kildare","Number","126061"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","04","Kilkenny","Number","56183"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","05","Laois","Number","44175"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","06","Longford","Number","23402"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","07","Louth","Number","69029"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","08","Meath","Number","113254"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","09","Offaly","Number","45357"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","10","Westmeath","Number","52713"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","11","Wexford","Number","91381"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","12","Wicklow","Number","84194"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","13","Clare","Number","74972"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","14","Cork","Number","315279"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","15","Kerry","Number","91822"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","16","Limerick","Number","112828"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","17","Tipperary","Number","98371"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","18","Waterford","Number","68827"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","19","Galway","Number","151043"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","20","Leitrim","Number","20647"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","21","Mayo","Number","82460"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","22","Roscommon","Number","40678"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","23","Sligo","Number","40695"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","24","Cavan","Number","44508"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","25","Donegal","Number","94088"
"ROA25","Current Driving Licences","2018","2018","-","Both sexes","05","Full","26","Monaghan","Number","38630"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","-","All licensing authorities","Number","119686"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","01","Carlow","Number","1832"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","02","Dublin","Number","33009"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","03","Kildare","Number","5831"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","04","Kilkenny","Number","2653"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","05","Laois","Number","2085"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","06","Longford","Number","1112"
